Unnamed: 0,business_id,Shortlisted?,ProjectCategory,name,neighborhood,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,label,PARKING,BikeParking,HairSpecializesIn_coloring,CONSUMER_SERVICE,NoiseLevel,Alcohol,Ambience_romantic,HappyHour,RECOMMENDATION,DogsAllowed,SPECIAL_FOOD,AgesAllowed,Unnamed: 0.1,weekday,weekend,averghour,if_Chain,polarity
0,rDMptJYWtnMhpQu_rRXHng,Yes,Burger,"""McDonald's""",,"""719 E Thunderbird Rd""",Phoenix,AZ,85022,33.6070702,-112.0643825,1.0,10,1,Fast Food;Burgers;Restaurants,-1,1,0,0,0,0,0,0,0,0,1,0.0,0,3253,0.0,0.0,0.0,1,0.15241484457651694
1,1WBkAuQg81kokZIPMpn9Zg,Yes,Burger,"""Charr An American Burger Bar""",,"""777 E Thunderbird Rd, Ste 107""",Phoenix,AZ,85022,33.60731,-112.063404,3.0,232,1,Burgers;Restaurants,-1,1,0,0,0,0,0,0,0,0,0,0.0,0,3229,56.0,22.0,11.14285714,1,0.2334370137054273
2,iPa__LOhse-hobC2Xmp-Kw,Yes,Burger,"""McDonald's""",,"""1635 E Camelback Rd""",Phoenix,AZ,85016,33.5087649,-112.04624,3.0,34,1,Restaurants;Burgers;Fast Food,-1,1,0,0,0,0,0,0,0,0,1,0.0,0,2461,90.0,36.0,18.0,1,0.10478523671500847
3,QkG3KUXwqZBW18A9k1xqCA,Yes,Other,"""Red Lobster""",,"""2810 North 75th Ave""",Phoenix,AZ,85035,33.4787353,-112.2213794,2.5,37,1,American (Traditional);Restaurants;Seafood,0,0,1,0,0,0,0,0,0,0,0,0.0,0,3022,56.0,23.0,11.28571429,0,0.1989110971576916
4,5XejqzaFmtkZMstJS5Iy-w,Yes,Sandwiches,"""D'Lish Cafe""",,"""503 W Thomas Rd""",Phoenix,AZ,85013,33.480301399999995,-112.0805864,4.0,37,0,Vegan;American (New);Restaurants;Sandwiches;Salad;Wraps;Food,0,0,0,0,1,0,0,0,0,0,0,0.0,0,623,25.0,10.0,5.0,0,0.20174709465801996
5,2v-8QQfMLX2PCz-0S6gISQ,Yes,Pizza,"""Papa John's Pizza""",,"""3441 W Northern Ave""",Phoenix,AZ,85051,33.5528695,-112.1337118,2.5,7,1,Pizza;Restaurants;Fast Food,0,0,0,0,1,0,0,0,0,0,0,0.0,0,3924,69.5,29.0,14.07142857,0,0.21700949491090465
6,M3uV9Y3EDSpy9d4YwyNSAQ,Yes,Bar,"""Yakiramen""",,"""10605 N 43rd Ave""",Phoenix,AZ,85029,33.5823628,-112.1498845,4.0,66,1,Nightlife;Japanese;Music Venues;Ramen;Arts & Entertainment;Restaurants;Bars,-1,0,0,0,0,0,0,0,0,0,0,0.0,0,3139,29.0,15.0,6.285714286,1,0.1671532799925944
7,U1ZVgF-kfkvv_rcoe0RglQ,Yes,Chinese,"""Pho Noodles""",,"""3417 N 7th Ave""",Phoenix,AZ,85013,33.4887595,-112.0824018,4.5,172,1,Restaurants;Noodles;Vietnamese,0,1,0,0,1,0,0,0,0,0,0,0.0,0,605,57.5,22.5,11.42857143,0,0.3044180626003737
8,FfI9FOaQqzUxixw6_glt3Q,Yes,Italian,"""Affinito's Bistro""",,"""3655 W Anthem Way, Ste C-137""",Phoenix,AZ,85086,33.8649643,-112.1388202,3.0,6,0,Restaurants;Italian,0,1,1,0,0,0,0,0,0,0,0,0.0,0,3742,26.0,21.0,6.714285714,0,0.20741093270810226
9,3b4efqz06QrLQ_w2xLc4pA,Yes,Italian,"""Olive Garden Italian Restaurant""",,"""10223 N Metro Parkway E""",Phoenix,AZ,85051,33.5803023,-112.1196529,3.0,40,0,Restaurants;Italian,0,1,1,0,0,0,0,0,0,0,0,0.0,0,3938,0.0,0.0,0.0,0,0.21004459442114012
10,XIeu6wabop6VabOVFNVHIg,Yes,Other,"""Michele's Cocktail Lounge""",,"""4232 W Van Buren St""",Phoenix,AZ,85009,33.451372,-112.1498341,2.5,5,1,Nightlife,0,0,0,0,1,0,0,0,0,0,0,0.0,0,4221,0.0,0.0,0.0,0,0.1979830917874396
11,_eKvk2GoGKb3CoYolHgRlg,Yes,Sandwiches,"""Fresko A Mediterranean Kitchen""",,"""5033 E Elliot Rd""",Phoenix,AZ,85044,33.347893,-111.97682179999998,4.5,88,1,Greek;Vegetarian;Sandwiches;Mediterranean;Restaurants,-1,1,0,0,0,0,0,0,0,2,0,0.0,0,2055,46.0,16.0,8.857142857000001,1,0.27043920033851165
12,qB15WElGAlI_eGWjn0kT2w,Yes,Mexican,"""Taco Bell""",,"""15240 N. 32nd Street""",Phoenix,AZ,85032,33.6259,-112.0136,2.0,18,1,Tex-Mex;Fast Food;Restaurants;Mexican,-1,0,0,0,0,0,0,0,0,0,1,0.0,0,330,85.0,34.0,17.0,1,0.2382251338854209
13,rSCevr5tQJTxPzMIq3n5Gw,Yes,Other,"""Yoshi's Asian Grill""",,"""3800 E Sky Harbor Blvd""",Phoenix,AZ,85034,33.4356207,-112.0095457,2.5,14,0,Restaurants;Asian Fusion,-1,0,0,0,1,0,0,0,0,0,0,0.0,0,2662,0.0,0.0,0.0,1,0.0014333763476150738
14,UX0Gp7fwXIaLjGS3aupV9Q,Yes,Deli,"""Alice's Cuisine""",,"""2020 W Union Hills Dr""",Phoenix,AZ,85027,33.65636,-112.102264,5.0,9,1,Food Delivery Services;Caterers;Event Planning & Services;Food,-1,0,0,0,2,0,0,0,0,0,0,0.0,0,2939,70.0,31.0,14.42857143,1,0.16514747683233205
15,to2cGMKdaw7ZHbXMzpfhlA,Yes,Mexican,"""Filiberto's Mexican Rest""",,"""3218 E Mcdowell Rd""",Phoenix,AZ,85008,33.4660114,-112.0123338,3.0,7,0,Restaurants;Mexican,-1,0,0,0,0,0,0,0,0,0,0,0.0,0,2867,0.0,0.0,0.0,1,0.102715314025409
16,X2oxkKB-wlu8xV0P8fbfiQ,Yes,Other,"""Mo's Chicken""",,"""3505 W Thomas Rd""",Phoenix,AZ,85019,33.4800487,-112.1347018,3.0,10,1,Restaurants;Chicken Shop,0,0,0,0,1,0,0,0,0,0,0,0.0,0,4331,59.0,24.0,11.85714286,0,0.17924063143962404
17,loeW2G8tSIp1cLD3zB1NoQ,Yes,Coffee,"""Urban Boba Tea House""",,"""2470 W Happy Valley Rd, Ste 1183""",Phoenix,AZ,85085,33.71469525,-112.1125207,4.0,119,1,Coffee & Tea;Bubble Tea;Tea Rooms;Food,0,1,1,0,0,0,0,0,0,0,0,0.0,0,445,45.0,18.0,9.0,0,0.2810068225349181
18,vhKUBKcOm8zOLxeS3XM9iA,Yes,Pizza,"""Rosati's Pizza""",,"""4010 E Bell Rd, Ste 101""",Phoenix,AZ,85032,33.6418473,-111.99557079999998,3.0,67,1,Restaurants;Pizza,-1,1,1,0,0,0,0,0,0,0,0,0.0,0,296,51.0,21.0,10.28571429,1,0.1193062494559042
19,frCxZS7lPhEnQRJ3UY6m7A,Yes,Mexican,"""La Santisima""",,"""1919 N 16th St""",Phoenix,AZ,85006,33.469201,-112.047393,4.0,1694,1,Vegetarian;Nightlife;Mexican;Bars;Vegan;Restaurants;Breakfast & Brunch;Cafes,0,0,1,0,0,0,0,0,0,0,0,0.0,0,2231,67.0,28.0,13.57142857,0,0.3009508606260397
20,l0WauZ92kRg9bu2oxHj4TQ,Yes,Italian,"""Aiello's East Coast Italian""",,"""777 E Thunderbird Rd, Ste 100""",Phoenix,AZ,85022,33.607105,-112.063427,4.0,130,1,Restaurants;Italian,-1,1,1,0,0,0,0,0,0,0,0,0.0,0,3325,51.0,20.0,10.14285714,1,0.29296753687676186
21,NL95JTNTh_gebXKSz2ElNg,Yes,Other,"""Alaskan Pride Seafoods""",,"""3634 E Indian School Rd""",Phoenix,AZ,85018,33.49542476,-112.00346299999998,4.5,31,1,Food;Meat Shops;Farmers Market;Specialty Food;Seafood Markets,-1,0,1,0,0,0,0,0,0,0,0,0.0,0,1790,28.0,10.0,5.428571429,1,0.248980316636014
22,Yar8jR2a1XA2JuRKfmNDcw,Yes,Bakery,"""Palms Restaurant""",,"""3502 West Greenway Rd""",Phoenix,AZ,85053,33.6259523,-112.1343378,5.0,3,1,Restaurants;Greek;Mediterranean;Food;Bakeries,0,0,0,0,1,0,0,0,0,0,0,0.0,0,3825,40.0,16.0,8.0,0,0.15888914787958186
23,qVQGfHphxolps16v6g5X-g,Yes,Pizza,"""Belfiore's Italian Ristorante""",,"""15842 N Cave Creek Rd""",Phoenix,AZ,85032,33.6308568,-112.0309244,3.5,67,0,Pizza;Italian;Food;Restaurants;Bakeries,-1,1,1,0,0,0,0,0,0,0,0,0.0,0,221,0.0,0.0,0.0,1,0.18223371252753406
24,TolwZ3L28or4E8SVTZUf6Q,Yes,Pizza,"""Spinato's Pizza""",,"""1219 E Glendale Ave, Ste 14""",Phoenix,AZ,85020,33.53787131,-112.055161,4.0,157,0,Restaurants;Pizza;Sandwiches;Italian,-1,1,1,0,0,0,0,0,0,0,0,0.0,0,1675,41.0,19.0,8.571428571,1,0.2671895665456677
25,3w66rzZq_rjA1kSmVt5Hew,Yes,Sandwiches,"""Subway""",,"""3230 E Union Hills Dr, Ste B-125, Union Centre Shoppes""",Phoenix,AZ,85050,33.65565301,-112.0120321,3.5,6,1,Sandwiches;Restaurants;Fast Food,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1417,75.0,25.0,14.28571429,0,0.2422780308256865
26,9KzLFQrA_tSBGVDNeZrB8Q,Yes,Pizza,"""Nick and Willy's Take & Bake""",,"""13216 N 7th St""",Phoenix,AZ,85022,33.606054799999995,-112.0663997,3.5,3,0,Restaurants;Pizza,-1,0,0,0,0,0,0,0,0,0,0,0.0,0,3338,0.0,0.0,0.0,1,0.16936494760179455
27,Ld2hhA3q3cdkptwS1fsYEg,Yes,Bar,"""Yogi's Grill""",,"""2450 W Happy Valley Rd""",Phoenix,AZ,85085,33.71450555,-112.1122384,4.0,80,1,Salad;Noodles;Sushi Bars;Restaurants;Japanese,0,0,0,0,1,0,0,0,0,0,0,0.0,0,492,50.0,19.0,9.857142857000001,0,0.23572169023537534
28,r0byBoB7y_IH8uicEvyCqQ,Yes,Bar,"""Rack Shack BBQ""",,"""1019 E Indian School Rd""",Phoenix,AZ,85014,33.4942339,-112.05974109999998,3.0,5,1,Restaurants;Barbeque,-1,1,1,0,0,0,0,0,0,0,0,0.0,0,937,0.0,0.0,0.0,1,0.15930176981107455
29,BVYvfJiVcQTl9B311z518w,Yes,Pizza,"""Peter Piper Pizza""",,"""3403 N 7th Ave""",Phoenix,AZ,85013,33.4884218,-112.0823702,3.5,27,1,Chicken Wings;Buffets;Restaurants;Pizza,0,0,1,0,0,0,0,0,0,0,0,0.0,0,525,56.0,24.0,11.42857143,0,0.25618997661857945
30,m2XTPegLMLCS0wVW6Hpk2g,Yes,Bakery,"""The Bakery Phx""",,"""1528 E Bethany Home Rd""",Phoenix,AZ,85014,33.5240362,-112.0485304,4.0,42,1,Food;Bakeries,-1,0,0,0,0,0,0,0,1,0,0,0.0,0,889,50.0,8.0,8.285714286000001,1,0.2632745314428981
31,aRRV_ZbRiD65SIi7vAY-iA,Yes,Indian,"""Zest of India""",,"""3202 E Greenway Rd, Ste 1617""",Phoenix,AZ,85032,33.6264184,-112.0132464,1.0,3,1,Restaurants;Indian;Pakistani,-1,0,0,0,1,0,0,0,0,0,0,0.0,0,276,0.0,0.0,0.0,1,0.14406988888299355
32,yX0pOWG_Be9TjGnm0aihVA,Yes,Burger,"""Modern  Grove""",,"""15530 N Tatum Blvd, Ste 160""",Phoenix,AZ,85032,33.62745993,-111.9784556,3.0,327,0,Restaurants;Breakfast & Brunch;Comfort Food;Beer;Wine & Spirits;Burgers;Vegetarian;American (New);Food,-1,0,0,0,0,0,0,0,0,0,1,0.0,0,252,68.5,27.0,13.64285714,1,0.20554229804219548
33,OhJk1dEcC6DY47gqFDsOwg,Yes,Bar,"""The Rock""",,"""4129 N 7th Ave""",Phoenix,AZ,85013,33.4959637,-112.083196,4.0,52,1,Nightlife;Dive Bars;Gay Bars;Lounges;Karaoke;Bars,0,0,0,0,1,0,0,0,0,0,0,,0,579,60.0,30.0,12.85714286,0,0.194268629760146
34,WaTXG26xbOGffSscvyr-wQ,Yes,Pizza,"""Spasso Pizza & Mozzarella Bar""",,"""4743 N 20th St, Ste A22A""",Phoenix,AZ,85016,33.4483771,-112.0740373,3.5,38,0,Pizza;Italian;Restaurants,-1,1,1,0,0,0,0,0,0,0,0,0.0,0,2440,55.0,11.0,9.428571429,1,0.19140033093677306
35,ahfAFuFHO9tfFkoBIkVdmg,Yes,Other,"""Zabari Mediterranean Grill""",,"""3831 E Thunderbird Rd, Ste 3""",Phoenix,AZ,85032,33.6113539,-111.99855929999998,4.5,95,1,Middle Eastern;Mediterranean;Restaurants,-1,1,1,0,0,0,0,0,0,0,0,0.0,0,207,40.5,9.5,7.142857143,1,0.2651703401477808
36,kplbTXzOaUJqP2BwanoYjw,Yes,Pizza,"""Dino's Ristorante""",,"""15842 N Cave Creek Rd""",Phoenix,AZ,85032,33.63076848,-112.0312417,4.5,38,0,Pizza;Food;Restaurants;Italian;Bakeries,-1,2,0,0,0,0,0,0,0,2,0,0.0,0,219,56.0,11.0,9.571428571,1,0.2309939180556511
37,UrX0UEejKhHzk158VxlQzA,Yes,Other,"""Arizona Polish Festival""",,"""2828 W Country Gables Dr""",Phoenix,AZ,85053,33.61956406,-112.11985020000002,4.0,8,1,Restaurants;Arts & Entertainment;Festivals;Polish,0,0,0,0,1,0,0,0,0,0,0,0.0,0,3813,0.0,0.0,0.0,0,0.18217603305390545
38,gKqzpzg2MmINROrgWqalOg,Yes,Bar,"""Bill Johnsons Big Apple""",,"""16810 N 19th Ave""",Phoenix,AZ,85003,33.6386869,-112.1000291,2.5,52,0,American (Traditional);Restaurants;Barbeque,0,1,0,0,0,0,0,0,0,0,0,0.0,0,633,0.0,0.0,0.0,0,0.18318751910619144
39,HSC24ihS6bZHbwFBPWVaSA,Yes,Other,"""Fry's Food & Drug Stores & Fry's Marketplace""",,"""1815 W Glendale Ave""",Phoenix,AZ,85021,33.5381999,-112.0977158,3.0,8,1,Food;Drugstores;Grocery;Shopping;Beauty & Spas;Cosmetics & Beauty Supply,0,0,0,0,0,0,1,0,0,0,0,0.0,0,3589,90.0,36.0,18.0,0,0.15388685392518206
40,Ndozr_--5-wzyDJ2T7TfpQ,Yes,Bar,"""A & J Chicago Style Bar-B-Q""",,"""6102 N 16th St""",Phoenix,AZ,85016,33.525883799999995,-112.047946,3.0,9,0,Barbeque;Restaurants,-1,0,0,0,1,0,0,0,0,0,0,,0,2265,0.0,0.0,0.0,1,0.18523070570020456
41,NihPkBRdA1AixuE_98tIrg,Yes,Sandwiches,"""Port of Subs""",,"""635 E Indian School Rd, Ste 102""",Phoenix,AZ,85012,33.4943244,-112.0654164,3.0,31,1,Delis;Sandwiches;Restaurants,-1,1,0,0,1,0,0,0,0,0,0,0.0,0,366,55.0,16.0,10.14285714,1,0.2630632327342005
42,owtAH-xAVf_hS2rFNGAXsQ,Yes,Bar,"""Bahama Buck's""",,"""4910 E Chandler Blvd, Ste 101""",Phoenix,AZ,85048,33.3066849,-111.9775814,4.5,32,1,Juice Bars & Smoothies;Shaved Ice;Food,0,2,1,0,0,0,0,0,0,0,0,0.0,0,796,51.0,23.5,10.64285714,0,0.2627812200329453
43,RQdKieW9hqg898d_S2WwRA,Yes,Japanese,"""Yogis Grill""",,"""1645 E Camelback""",Phoenix,AZ,85016,33.5076828,-112.04596940000002,3.5,87,1,Japanese;Restaurants,-1,1,1,0,0,0,0,0,0,0,0,0.0,0,2409,52.5,18.0,10.07142857,1,0.2277661743175249
44,cTJjTKz2huGZ-ElScC2pSw,Yes,Bar,"""Windsor""",,"""5223 N Central Ave""",Phoenix,AZ,85012,33.513575,-112.073381,4.0,977,1,American (New);Bars;Food;Pubs;Nightlife;Restaurants;Beer;Wine & Spirits;Breakfast & Brunch,-1,0,1,0,0,0,0,0,0,0,0,0.0,0,334,61.0,28.0,12.71428571,1,0.2856380922168785
45,Q47FjaMLjI3v6yo-PHIebQ,Yes,Italian,"""Cafe Roma""",,"""110 N Central Ave""",Phoenix,AZ,85004,33.449568,-112.0740163,3.0,5,1,Restaurants;Italian,-1,0,0,0,1,0,0,0,0,0,0,0.0,0,1284,0.0,0.0,0.0,1,0.15982427837128074
46,tylsscXmLq03-DzGI36bIA,Yes,Pizza,"""Squaw Peak Cafe""",,"""2333 E Thomas Rd""",Phoenix,AZ,85016,33.47919004,-112.0314878,3.0,6,1,Restaurants;Pizza;Salad;Sandwiches,-1,0,0,0,1,0,0,0,0,0,0,0.0,0,2506,0.0,0.0,0.0,1,0.17946438141937324
47,L7os7OGSQ2_evJRLvQg9dw,Yes,Burger,"""Wendy's""",,"""2346 E McDowell Rd""",Phoenix,AZ,85006,33.4660683,-112.0306582,3.5,11,1,Burgers;Restaurants;Fast Food,0,0,0,0,0,0,0,0,0,0,0,0.0,0,2136,0.0,0.0,0.0,0,0.1449233784112755
48,Lvr6DdVkFI8IMGfRvUcXQA,Yes,Pizza,"""Little Caesars Pizza""",,"""4340 W McDowell Rd, Ste 6""",Phoenix,AZ,85035,33.466332,-112.153483,1.0,3,1,Pizza;Restaurants,0,0,0,0,0,0,0,0,0,0,0,0.0,0,3051,0.0,0.0,0.0,0,0.09357718448004976
49,tvlHgHfBsmmNFbnFE06sgA,Yes,FastFood,"""Sonic Drive-In""",,"""1537 W Camelback Rd""",Phoenix,AZ,85015,33.509028,-112.09276509999998,4.0,7,0,Fast Food;Restaurants;American (Traditional),0,0,0,0,0,0,0,0,0,0,1,0.0,0,4124,0.0,0.0,0.0,0,0.1456824667024764
50,Lqp3uwGJU6CHyys-eerMmQ,Yes,Mexican,"""La Tolteca Mexican Foods""",,"""1205 E Van Buren St""",Phoenix,AZ,85006,33.45107,-112.055957,4.0,153,0,Restaurants;Food;Specialty Food;Ethnic Food;Mexican;Grocery,0,1,0,0,0,0,0,0,0,1,0,0.0,0,2199,55.0,21.0,10.85714286,0,0.2042268073550636
51,Lv2V5KqRlCl7_S6LKWkGlg,Yes,Vegetarian,"""Devil's Greens""",,"""206 E Taylor St""",Phoenix,AZ,85004,33.4534741,-112.0711732,3.0,9,1,Vegetarian;American (Traditional);Restaurants,-1,0,0,0,0,0,0,0,0,0,0,0.0,0,1339,30.0,0.0,4.285714286,1,0.22584132666322398
52,cOWXtCz7F9GQhPIks8gm6Q,Yes,Pizza,"""SOLO Trattoria""",,"""2501 E Camelback Rd, Ste 24""",Phoenix,AZ,85016,33.50845664,-112.0276717,4.5,268,0,Pizza;Food;Beer;Wine & Spirits;Specialty Food;Italian;Restaurants,-1,3,1,1,0,0,0,0,0,0,0,0.0,0,2439,51.0,5.0,8.0,1,0.3084475468429989
53,7m1Oa1VYV98UUuo_6i0EZg,Yes,Burger,"""Paradise Valley Burger Company""",,"""4001 E Bell Rd""",Phoenix,AZ,85032,33.63991349,-111.9957035,4.5,1019,1,Burgers;American (Traditional);Mexican;Restaurants,-1,1,0,0,0,0,0,0,0,0,0,0.0,0,73,46.0,19.0,9.285714286000001,1,0.2932339945630141
54,LcYrqMhUO_TITSXFk_SjJA,Yes,Vegetarian,"""Sweet Tomatoes""",,"""21001 North Tatum Blvd., #93""",Phoenix,AZ,85050,33.67698791,-111.9762262,3.5,115,1,Soup;Restaurants;Buffets;Vegetarian;Salad,0,1,0,0,0,0,0,0,0,0,0,0.0,0,1419,51.0,23.0,10.57142857,0,0.15078037515531595
55,iGvnkEz2efD9q-Z7ZcasWQ,Yes,Pizza,"""Papa John's Pizza""",,"""2836 E Indian School Rd""",Phoenix,AZ,85016,33.4954365,-112.0197856,1.5,8,1,Pizza;Italian;Restaurants,-1,0,0,0,0,0,0,0,0,0,0,0.0,0,2441,0.0,0.0,0.0,1,0.18609032504519504
56,ZVtjS8Hvq2a6SxHxlehPGg,Yes,Italian,"""L'Amore Italian Restaurant""",,"""3159 E Lincoln Dr""",Phoenix,AZ,85016,33.53083136,-112.0133682,4.5,159,1,Italian;Restaurants,-1,0,0,0,1,0,0,0,0,0,0,,0,2403,55.0,5.0,8.571428571,1,0.2840455414186788
57,3H3KLktgOrKr9UzpUUSZwA,Yes,Ice Cream,"""Baskin-Robbins""",,"""8841 N 19th Ave, Ste 101""",Phoenix,AZ,85021,33.5657923,-112.0991561,3.5,15,1,Ice Cream & Frozen Yogurt;Food,0,0,0,0,0,0,0,0,1,0,0,0.0,0,3598,0.0,0.0,0.0,0,0.27637041650848704
58,Q8y1q58GYSU0Lnp1DFJvtw,Yes,Coffee,"""Zoom Espresso""",,"""4041 N Central Ave""",Phoenix,AZ,85012,33.4935467,-112.0732452,3.0,5,1,Coffee & Tea;Food,-1,0,0,0,1,0,0,0,0,0,0,0.0,0,359,0.0,0.0,0.0,1,0.22545113003066425
59,liV3Ka7IdUVvPC92wjUrUw,Yes,Bar,"""Phoenix Wine Parties""",,"""""",Phoenix,AZ,85018,33.4962205,-111.9641728,5.0,3,1,Beer;Wine & Spirits;Tasting Classes;Arts & Entertainment;Wineries;Event Planning & Services;Bars;Wine Tasting Classes;Party & Event Planning;Wine Bars;Food;Nightlife;Education,-1,0,0,0,0,0,0,0,0,0,0,0.0,0,1718,55.0,22.0,11.0,1,0.2160948609968419
60,sfGYIlU3ji6V3c0aWyny5A,Yes,Chinese,"""Lim's Chinese Restaurant""",,"""7532 W Indian School Rd""",Phoenix,AZ,85033,33.494652,-112.2221676,4.0,12,0,Specialty Food;Cantonese;Food;Restaurants;Ethnic Food;Chinese,0,1,1,0,0,0,0,0,0,0,0,0.0,0,4101,50.0,20.0,10.0,0,0.2768100907261544
61,piHJq_NDrOh5SYk3AyQVOg,Yes,Breakfast,"""Chestnut Fine Foods & Provisions""",,"""4350 E Camelback Rd, Bldg I-100""",Phoenix,AZ,85018,33.50982558,-111.9870976,3.0,238,1,Ramen;Restaurants;Cafes;Breakfast & Brunch;American (New);Japanese,-1,1,0,0,1,0,0,0,0,1,0,0.0,0,1856,35.0,14.0,7.0,1,0.2772032070609497
62,GmLkyWb_zYrTEp1SpWxHIA,Yes,Coffee,"""Julia Baker Confections""",,"""Biltmore Fashion Park, 2502 E Camelback, Ste 130""",Phoenix,AZ,85016,33.5082688,-112.0317156,4.5,71,0,Bakeries;Food;Specialty Food;Cafes;Chocolatiers & Shops;Restaurants,-1,3,1,1,0,0,0,0,0,0,0,0.0,0,2261,51.0,17.0,9.714285713999999,1,0.2577109245304495
63,7ZV8nQj4a6wbVqLObze3DA,Yes,Other,"""Vincent's Saturday Camelback Market""",,"""3930 E Camelback Rd""",Phoenix,AZ,85018,33.5104384,-111.9962604,4.5,34,1,Food;Farmers Market,-1,0,1,0,0,0,0,0,0,0,0,0.0,0,1778,0.0,4.0,0.571428571,1,0.2084789613074685
64,4NfjvMzUG5rbkxtPg-8pkw,Yes,Chinese,"""Panda Express""",,"""7000 16th St, Ste 100""",Phoenix,AZ,85020,33.5386355,-112.0483822,2.5,26,1,Fast Food;Restaurants;Chinese,-1,0,0,0,0,0,0,0,0,0,0,0.0,0,1604,63.0,23.0,12.28571429,1,0.2522266527613421
65,nwHd2MbIGz0SNG8GpFjekw,Yes,Mexican,"""Los Taquitos""",,"""7000 N 16th St""",Phoenix,AZ,85020,33.5395733,-112.048346,4.0,334,1,Mexican;Restaurants,-1,1,1,0,0,0,0,0,0,0,0,0.0,0,1633,60.0,23.0,11.85714286,1,0.302766030287329
66,YWjfWHizWgHSsAPGfQChXw,Yes,FastFood,"""Sonic Drive-In""",,"""4740 Baseline Rd""",Phoenix,AZ,85040,33.3787187,-111.979667,2.0,23,1,Fast Food;Restaurants;American (Traditional),0,0,0,0,0,0,0,0,0,0,1,0.0,0,3388,86.0,34.0,17.14285714,0,0.19459185285846345
67,qgHx71_UAWHRySTPMaAJqw,Yes,Breakfast,"""Canyon 49 Grill""",,"""5115 N 27th Ave""",Phoenix,AZ,85017,33.5123661,-112.1141992,3.0,53,1,American (Traditional);Cafes;Restaurants;Breakfast & Brunch,0,2,1,0,0,0,0,0,0,0,0,0.0,0,1426,77.5,31.0,15.5,0,0.26520621749901435
68,m8qJtl3l6QXJMnNxN6LQRQ,Yes,Other,"""Jennifer's Catering & Events""",,"""3603 E Indian School Rd, Ste A""",Phoenix,AZ,85018,33.4951613,-112.0041452,3.5,9,1,Restaurants;Caterers;Event Planning & Services;Ethiopian;American (Traditional),-1,1,0,0,0,0,0,0,0,0,0,0.0,0,1874,40.0,27.0,9.571428571,1,0.13296161358577302
69,9VEJkUd0eHIlKmCu0flvBw,Yes,Pizza,"""Papa John's Pizza""",,"""5602 S Central Ave""",Phoenix,AZ,85040,33.39564992,-112.07374,3.5,7,1,Restaurants;Pizza,0,0,0,0,0,0,0,0,0,1,0,0.0,0,3433,0.0,0.0,0.0,0,0.1972556226145236
70,STmoasVuj_h-XYqqPEoxTg,Yes,Pizza,"""Domino's Pizza""",,"""7606 W Indian School Rd""",Phoenix,AZ,85033,33.4949799,-112.2234001,1.5,12,1,Pizza;Chicken Wings;Sandwiches;Restaurants,0,0,0,0,1,0,0,0,0,0,0,0.0,0,4069,72.0,30.0,14.57142857,0,0.1986638146654036
71,T-KniGykrZ46ZC9plOTspw,Yes,Mexican,"""PHX Burrito House""",,"""4140 N 7th Ave""",Phoenix,AZ,85013,33.4963856,-112.0839832,4.5,460,1,Mexican;Restaurants,0,1,0,0,1,0,0,0,0,0,0,0.0,0,567,54.0,22.0,10.85714286,0,0.3192931838871884
72,9y1uLUHxZ3m_4KzydQj9YQ,Yes,Other,"""Wingstop""",,"""4041 E Thomas Rd""",Phoenix,AZ,85018,33.47979476,-111.9941908,3.0,30,1,Chicken Wings;Restaurants,-1,1,1,0,0,0,0,0,0,0,0,0.0,0,1731,65.0,26.0,13.0,1,0.2421643723013693
73,ccMpzq6Bu2Ha4Wbn6TnT7Q,Yes,Coffee,"""WhereUBean Coffee""",,"""4804 E Chandler Blvd, Ste 110""",Phoenix,AZ,85048,33.3057767,-111.9798844,4.5,145,1,Desserts;Tea Rooms;Food;Coffee & Tea,0,0,0,0,0,0,0,0,1,0,0,0.0,0,762,76.0,31.0,15.28571429,0,0.31272268465236075
74,FTdEGDDVRrDmVbzHmC91wQ,Yes,Breakfast,"""Kneaders Bakery & Cafe""",,"""1150 E Bell Rd""",Phoenix,AZ,85022,33.64086681,-112.0585589,4.0,60,1,Breakfast & Brunch;American (Traditional);Bakeries;Restaurants;Food,-1,1,0,0,1,0,0,0,0,0,0,0.0,0,3221,75.0,15.0,12.85714286,1,0.28034091728056865
75,xsFeeqZS6PoVvwseEefzEw,Yes,Italian,"""PastaBAR""",,"""705 N 1st St""",Phoenix,AZ,85004,33.4558709,-112.0722832,3.5,113,0,Food;Ice Cream & Frozen Yogurt;Restaurants;Italian,-1,1,1,0,0,0,0,0,0,0,0,0.0,0,1172,0.0,0.0,0.0,1,0.2212507196153667
76,XAt9Km4EIM6EE7LXwfB2Vg,Yes,Other,"""Carl's Jr 7091""",,"""2343 E Bell Rd""",Phoenix,AZ,85022,33.64002979999999,-112.03133400000002,3.0,11,1,Restaurants;American (New),-1,0,0,0,1,0,0,0,0,0,0,0.0,0,3303,0.0,0.0,0.0,1,0.04988194253412442
77,Kz67TK2EktETlgqVAfM8iQ,Yes,Bar,"""Amber Inn Cocktail Lounge""",,"""4236 W Dunlap Ave""",Phoenix,AZ,85051,33.56792144,-112.1503428,2.5,8,1,Dive Bars;Nightlife;Bars,0,0,0,0,1,0,0,0,0,0,0,0.0,0,3868,100.0,40.0,20.0,0,0.1867957652726891
